order_id,customer_id,product_id,order_ts,order_value,payment_method,discount_pct,category,size_variant,signup_date,city_tier,account_age_at_order,price,historical_return_rate,returned,previous_orders,previous_returns,historical_return_rate_customer,history_available,returns_last_5,orders_considered_last_5,return_rate_last_5,returns_last_10,orders_considered_last_10,return_rate_last_10,previous_avg_order_value,order_value_ratio,previous_avg_discount,discount_change,days_since_last_order,orders_last_30_days,orders_last_90_days,return_rate_shift_5,return_rate_shift_10,return_rate_ratio_5,return_rate_ratio_10,recent_avg_order_value_5,order_value_shift_5,recent_order_frequency,recent_return_rate_3,previous_return_rate_3,return_rate_shift_3,recent_return_rate_5,previous_return_rate_5,return_rate_shift_window5,recent_avg_value_3,previous_avg_value_3,order_value_shift_3,category_switch
O00018,C0002,P0046,2026-03-03 13:45:00,7529.04,Card,15,Footwear,9,2025-12-30,1,63,8857.69,0.1226,0,4,0.0,0.0,1,0.0,4.0,0.0,0.0,4.0,0.0,5204.799999999999,1.4465570242852752,13.75,1.25,6.986805555555556,3,4,0.0,0.0,1.0,1.0,5204.799999999999,1.0,1.5750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2374.273333333333,0.0,1.0,1
O00020,C0002,P0339,2026-03-05 13:19:00,4569.44,UPI,30,Footwear,7,2025-12-30,1,65,6527.77,0.1406,0,5,0.0,0.0,1,0.0,5.0,0.0,0.0,5.0,0.0,5669.647999999999,0.805947741376537,14.0,16.0,1.9819444444444445,4,5,0.0,0.0,1.0,1.0,5669.647999999999,1.0,1.7333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,4593.009999999999,0.0,1.0,0
O00016,C0002,P0015,2026-03-21 22:27:00,38823.33,NetBanking,0,Electronics,,2025-12-30,1,81,38823.33,0.0206,0,6,0.0,0.0,1,0.0,5.0,0.0,0.0,6.0,0.0,5486.28,7.076439773398369,16.666666666666668,-16.666666666666668,16.380555555555556,3,6,0.0,0.0,1.0,1.0,3844.2599999999998,0.7007043023688182,1.3500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,5833.209999999999,5139.349999999999,1.1350092910582077,1
O00023,C0002,P0131,2026-04-10 13:13:00,306.91,UPI,40,Beauty,,2025-12-30,1,101,511.52,0.0561,0,7,0.0,0.0,1,0.0,5.0,0.0,0.0,7.0,0.0,10248.715714285716,0.02994619116736717,14.285714285714286,25.714285714285715,19.615277777777777,1,7,0.0,0.0,1.0,1.0,11434.36,1.1156871083916995,0.4809523809523809,0.0,0.0,0.0,0.0,0.0,0.0,16973.936666666665,2374.273333333333,7.14910807798035,1
O00012,C0002,P0152,2026-06-05 21:12:00,3112.89,Wallet,30,Footwear,8,2025-12-30,1,157,4446.99,0.1056,0,8,0.0,0.0,1,0.0,5.0,0.0,0.0,8.0,0.0,9005.99,0.34564661963870713,17.5,12.5,56.33263888888889,0,2,0.0,0.0,1.0,1.0,11325.974000000002,1.257604549860704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14566.56,4593.009999999999,3.171462722702542,1
O00022,C0002,P0246,2026-06-23 20:51:00,12357.02,UPI,30,Home,,2025-12-30,1,175,17652.89,0.0879,0,9,0.0,0.0,1,0.0,5.0,0.0,0.0,9.0,0.0,8351.201111111111,1.4796697906794778,18.88888888888889,11.11111111111111,17.985416666666666,1,2,0.0,0.0,1.0,1.0,10868.322000000002,1.3014082471969104,0.6481481481481481,0.0,0.0,0.0,0.0,0.0,0.0,14081.043333333335,5833.209999999999,2.4139441805341035,1
O00019,C0002,P0157,2026-08-09 21:24:00,85996.13,UPI,10,Electronics,,2025-12-30,1,222,95551.26,0.0322,0,10,0.0,0.0,1,0.0,5.0,0.0,0.0,10.0,0.0,8751.783,9.826126858949772,20.0,-10.0,47.02291666666667,0,2,0.0,0.0,1.0,1.0,11833.918000000001,1.3521722373600902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5258.94,16973.936666666665,0.3098244151180015,1
O00013,C0002,P0209,2026-08-10 18:07:00,3192.82,Card,0,Grocery,,2025-12-30,1,223,3192.82,0.0249,0,11,0.0,0.0,1,0.0,5.0,0.0,0.0,10.0,0.0,15773.996363636366,0.20241034208429107,19.09090909090909,-19.09090909090909,0.8631944444444445,1,3,0.0,0.0,1.0,1.0,28119.256000000005,1.7826336048119702,0.6757575757575758,0.0,0.0,0.0,0.0,0.0,0.0,33822.013333333336,14566.56,2.3218943479677656,1
O00011,C0002,P0201,2026-08-11 21:47:00,2255.45,Card,0,Footwear,7,2025-12-30,1,224,2255.45,0.1321,0,12,0.0,0.0,1,0.0,5.0,0.0,0.0,10.0,0.0,14725.565,0.15316560009751745,17.5,-17.5,1.1527777777777777,2,4,0.0,0.0,1.0,1.0,20993.154000000002,1.4256263851336095,1.2444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,33848.65666666667,14081.043333333335,2.4038457851016246,1
O00027,C0003,P0167,2025-01-23 14:58:00,250.73,UPI,40,Beauty,,2024-05-10,1,258,417.89,0.0712,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,250.73,1.0,40.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,250.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00028,C0003,P0412,2025-02-21 08:37:00,1861.69,UPI,30,Apparel,L,2024-05-10,1,287,2659.56,0.1037,1,1,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,250.73,7.425078769991625,40.0,-10.0,28.735416666666666,1,1,0.0,0.0,1.0,1.0,250.73,1.0,9.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O00026,C0003,P0357,2025-03-17 21:19:00,8614.73,UPI,5,Apparel,S,2024-05-10,1,311,9068.14,0.1112,0,2,1.0,0.5,1,1.0,2.0,0.5,1.0,2.0,0.5,1056.21,8.156266272805597,35.0,-30.0,24.529166666666665,1,2,0.0,0.0,1.0,1.0,1056.21,1.0,5.183333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00025,C0003,P0071,2025-03-24 16:55:00,40772.51,Card,10,Electronics,,2024-05-10,1,318,45302.79,0.022,1,3,1.0,0.3333333333333333,1,1.0,3.0,0.3333333333333333,1.0,3.0,0.3333333333333333,3575.7166666666667,11.402612063782087,25.0,-15.0,6.816666666666666,1,3,0.0,0.0,1.0,1.0,3575.7166666666667,1.0,3.533333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,3575.7166666666667,0.0,1.0,1
O00032,C0003,P0025,2025-09-25 12:24:00,4731.47,UPI,15,Apparel,M,2024-05-10,1,503,5566.43,0.1497,0,4,2.0,0.5,1,2.0,4.0,0.5,2.0,4.0,0.5,12874.915,0.3674952417161589,21.25,-6.25,184.81180555555557,0,0,0.0,0.0,1.0,1.0,12874.915,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,17082.976666666666,0.0,1.0,1
O00029,C0003,P0393,2025-10-27 21:03:00,4749.31,UPI,10,Beauty,,2024-05-10,1,535,5277.01,0.0749,0,5,2.0,0.4,1,2.0,5.0,0.4,2.0,5.0,0.4,11246.226,0.4223025573201179,20.0,-10.0,32.360416666666666,0,1,0.0,0.0,1.0,1.0,11246.226,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.4,0.0,0.4,18039.57,0.0,1.0,1
O00024,C0003,P0487,2025-11-17 18:56:00,60121.26,NetBanking,5,Electronics,,2024-05-10,1,556,63285.54,0.0274,0,6,2.0,0.3333333333333333,1,2.0,5.0,0.4,2.0,6.0,0.3333333333333333,10163.406666666668,5.915463384652521,18.333333333333332,-13.333333333333332,20.911805555555556,1,2,0.06666666666666671,0.0,1.2000000000000002,1.0,12145.942,1.195066024449807,3.088888888888889,0.3333333333333333,0.3333333333333333,0.0,0.4,0.0,0.4,16751.096666666668,3575.7166666666667,4.684682324755411,1
O00031,C0003,P0140,2026-02-06 21:43:00,736.15,NetBanking,5,Beauty,,2024-05-10,1,637,774.89,0.058,0,7,2.0,0.2857142857142857,1,1.0,5.0,0.2,2.0,7.0,0.2857142857142857,17300.242857142857,0.04255142578510458,16.428571428571427,-11.428571428571427,81.11597222222223,0,1,-0.08571428571428569,0.0,0.7000000000000001,1.0,23797.856,1.3755793023549627,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.2,0.0,0.2,23200.680000000004,17082.976666666666,1.358116940197581,1
O00033,C0003,P0190,2026-05-26 16:34:00,9536.1,UPI,30,Footwear,7,2024-05-10,1,746,13623.0,0.1031,1,8,2.0,0.25,1,1.0,5.0,0.2,2.0,8.0,0.25,15229.73125,0.6261502480550994,15.0,15.0,108.78541666666666,0,0,-0.04999999999999999,0.0,0.8,1.0,22222.140000000003,1.4591288339378938,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.2,0.0,0.2,21868.906666666666,18039.57,1.2122742763085077,1
O00030,C0003,P0128,2026-06-06 11:19:00,3982.05,Card,20,Apparel,L,2024-05-10,1,757,4977.56,0.1487,1,9,3.0,0.3333333333333333,1,1.0,5.0,0.2,3.0,9.0,0.3333333333333333,14597.105555555558,0.2727972326324968,16.666666666666668,3.333333333333332,10.78125,1,1,-0.1333333333333333,0.0,0.6000000000000001,1.0,15974.858000000002,1.0943853176371723,2.803703703703704,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.2,23464.503333333338,16751.096666666668,1.4007741582690407,1
O00037,C0004,P0152,2025-11-05 14:14:00,4446.99,Card,0,Footwear,9,2025-07-18,1,110,4446.99,0.1056,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4446.99,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,4446.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00035,C0004,P0434,2025-12-08 08:01:00,5775.81,NetBanking,5,Apparel,M,2025-07-18,1,143,6079.8,0.0922,0,1,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,4446.99,1.2988133546511238,0.0,5.0,32.740972222222226,0,1,0.0,0.0,1.0,1.0,4446.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O00036,C0004,P0345,2026-02-09 17:46:00,78001.77,Card,20,Electronics,,2025-07-18,1,206,97502.21,0.0365,0,2,0.0,0.0,1,0.0,2.0,0.0,0.0,2.0,0.0,5111.4,15.260353327855384,2.5,17.5,63.40625,0,1,0.0,0.0,1.0,1.0,5111.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O00038,C0004,P0074,2026-07-07 14:48:00,7119.17,UPI,0,Apparel,M,2025-07-18,1,354,7119.17,0.0868,0,3,0.0,0.0,1,0.0,3.0,0.0,0.0,3.0,0.0,29408.190000000002,0.24208120254935783,8.333333333333334,-8.333333333333334,147.8763888888889,0,0,0.0,0.0,1.0,1.0,29408.190000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29408.190000000002,0.0,1.0,1
O00039,C0004,P0447,2026-07-25 17:28:00,4587.27,Card,5,Beauty,,2025-07-18,1,372,4828.71,0.0455,0,4,0.0,0.0,1,0.0,4.0,0.0,0.0,4.0,0.0,23835.935,0.19245185892644867,6.25,-1.25,18.11111111111111,1,1,0.0,0.0,1.0,1.0,23835.935,1.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,30298.916666666668,0.0,1.0,1
O00034,C0004,P0325,2026-08-10 16:34:00,7896.7,UPI,15,Apparel,M,2025-07-18,1,388,9290.24,0.1408,0,5,0.0,0.0,1,0.0,5.0,0.0,0.0,5.0,0.0,19986.202,0.39510758472270013,6.0,9.0,15.9625,1,2,0.0,0.0,1.0,1.0,19986.202,1.0,2.5866666666666664,0.0,0.0,0.0,0.0,0.0,0.0,29902.736666666668,0.0,1.0,1
O00047,C0005,P0463,2025-05-15 15:11:00,2410.11,UPI,30,Home,,2025-02-04,3,100,3443.02,0.0522,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2410.11,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2410.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00040,C0005,P0337,2025-05-17 14:31:00,24682.89,Card,15,Electronics,,2025-02-04,3,102,29038.69,0.0376,0,1,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,2410.11,10.241395620946761,30.0,-15.0,1.9722222222222223,1,1,0.0,0.0,1.0,1.0,2410.11,1.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O00044,C0005,P0294,2025-05-18 19:52:00,4033.14,Wallet,50,Apparel,M,2025-02-04,3,103,8066.29,0.1183,0,2,0.0,0.0,1,0.0,2.0,0.0,0.0,2.0,0.0,13546.5,0.29772561178164103,22.5,27.5,1.2229166666666667,2,2,0.0,0.0,1.0,1.0,13546.5,1.0,3.4333333333333327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O00046,C0005,P0253,2025-11-25 19:29:00,9511.44,UPI,5,Footwear,9,2025-02-04,3,294,10012.04,0.1436,0,3,0.0,0.0,1,0.0,3.0,0.0,0.0,3.0,0.0,10375.38,0.9167317245247886,31.666666666666668,-26.666666666666668,190.98402777777778,0,0,0.0,0.0,1.0,1.0,10375.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10375.38,0.0,1.0,1
O00045,C0005,P0276,2026-01-04 22:06:00,4097.4,UPI,0,Apparel,XL,2025-02-04,3,334,4097.4,0.1468,0,4,0.0,0.0,1,0.0,4.0,0.0,0.0,4.0,0.0,10159.395,0.40331141765823647,25.0,-25.0,40.109027777777776,0,1,0.0,0.0,1.0,1.0,10159.395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12742.49,0.0,1.0,1
O00041,C0005,P0194,2026-02-18 10:23:00,5783.29,Card,20,Footwear,8,2025-02-04,3,379,7229.11,0.1501,1,5,0.0,0.0,1,0.0,5.0,0.0,0.0,5.0,0.0,8946.996,0.64639461110746,20.0,0.0,44.511805555555554,0,2,0.0,0.0,1.0,1.0,8946.996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880.66,0.0,1.0,1
O00048,C0005,P0362,2026-02-19 19:22:00,14140.21,UPI,40,Home,,2025-02-04,3,380,23567.01,0.0578,0,6,1.0,0.16666666666666666,1,1.0,5.0,0.2,1.0,6.0,0.16666666666666666,8419.711666666666,1.6794173672217991,20.0,20.0,1.3743055555555554,1,3,0.033333333333333354,0.0,1.2000000000000002,1.0,9621.632,1.142750771156653,2.111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2,0.0,0.2,6464.043333333334,10375.38,0.6230175023308384,1
O00042,C0005,P0297,2026-03-21 19:08:00,6866.71,Card,40,Footwear,7,2025-02-04,3,410,11444.52,0.1437,0,7,1.0,0.14285714285714285,1,1.0,5.0,0.2,1.0,7.0,0.14285714285714285,9236.925714285713,0.7433977724190238,22.857142857142858,17.142857142857142,29.990277777777777,1,3,0.05714285714285716,0.0,1.4000000000000001,1.0,7513.096,0.8133762501067145,1.9523809523809523,0.3333333333333333,0.0,0.3333333333333333,0.2,0.0,0.2,8006.966666666667,12742.49,0.628367506403118,1
O00043,C0005,P0351,2026-04-07 17:36:00,50528.04,UPI,30,Electronics,,2025-02-04,3,427,72182.92,0.0257,0,8,1.0,0.125,1,1.0,5.0,0.2,1.0,8.0,0.125,8940.64875,5.651495927518683,25.0,5.0,16.93611111111111,1,3,0.07500000000000001,0.0,1.6,1.0,8079.81,0.9037162991108447,1.7791666666666663,0.3333333333333333,0.0,0.3333333333333333,0.2,0.0,0.2,8930.07,5880.66,1.518548938384467,1
O00049,C0005,P0300,2026-04-14 17:25:00,553.09,UPI,15,Grocery,,2025-02-04,3,434,650.69,0.0281,0,9,1.0,0.1111111111111111,1,1.0,5.0,0.2,1.0,9.0,0.1111111111111111,13561.470000000001,0.04078392681619323,25.555555555555557,-10.555555555555557,6.992361111111111,2,4,0.0888888888888889,0.0,1.8000000000000003,1.0,16283.13,1.2006906330950846,3.214814814814815,0.0,0.3333333333333333,-0.3333333333333333,0.2,0.0,0.2,23844.986666666668,6464.043333333334,3.6888655346266757,1
O00050,C0005,P0497,2026-05-15 14:49:00,18082.2,Card,15,Home,,2025-02-04,3,465,21273.18,0.0512,0,10,1.0,0.1,1,1.0,5.0,0.2,1.0,10.0,0.1,12260.632000000001,1.4748179376071313,24.5,-9.5,30.891666666666666,1,5,0.1,0.0,2.0,1.0,15574.268000000002,1.2702663288483007,1.55,0.0,0.3333333333333333,-0.3333333333333333,0.2,0.0,0.2,19315.946666666667,8006.966666666667,2.4123925414951146,1
O00053,C0006,P0376,2025-04-06 13:44:00,6292.05,UPI,0,Apparel,L,2024-12-31,2,96,6292.05,0.0979,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6292.05,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,6292.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00055,C0006,P0078,2025-04-17 21:14:00,645.99,UPI,30,Apparel,XL,2024-12-31,2,107,922.84,0.1002,0,1,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,6292.05,0.10266765203709442,0.0,30.0,11.3125,1,1,0.0,0.0,1.0,1.0,6292.05,1.0,3.566666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00051,C0006,P0234,2025-11-09 20:08:00,956.84,Card,50,Apparel,M,2024-12-31,2,313,1913.68,0.1343,0,2,0.0,0.0,1,0.0,2.0,0.0,0.0,2.0,0.0,3469.02,0.2758242961989265,15.0,35.0,205.95416666666668,0,0,0.0,0.0,1.0,1.0,3469.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00052,C0006,P0131,2025-12-17 11:33:00,306.91,Card,40,Beauty,,2024-12-31,2,351,511.52,0.0561,0,3,0.0,0.0,1,0.0,3.0,0.0,0.0,3.0,0.0,2631.6266666666666,0.11662368522384128,26.666666666666668,13.333333333333332,37.642361111111114,0,1,0.0,0.0,1.0,1.0,2631.6266666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2631.6266666666666,0.0,1.0,1
O00054,C0006,P0225,2026-02-16 22:20:00,616.12,UPI,40,Beauty,,2024-12-31,2,412,1026.86,0.045,0,4,0.0,0.0,1,0.0,4.0,0.0,0.0,4.0,0.0,2050.4475,0.30048074871460984,30.0,10.0,61.449305555555554,0,1,0.0,0.0,1.0,1.0,2050.4475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.58,0.0,1.0,0
O00056,C0006,P0354,2026-06-22 09:27:00,5401.15,UPI,15,Apparel,XL,2024-12-31,2,538,6354.29,0.1138,0,5,0.0,0.0,1,0.0,5.0,0.0,0.0,5.0,0.0,1763.5819999999999,3.062602135880271,32.0,-17.0,125.46319444444444,0,0,0.0,0.0,1.0,1.0,1763.5819999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.6233333333333,0.0,1.0,1
O00061,C0007,P0323,2025-04-21 09:56:00,2709.74,UPI,0,Apparel,XL,2024-11-10,1,162,2709.74,0.0881,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2709.74,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2709.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00064,C0007,P0038,2025-04-24 10:55:00,5440.18,NetBanking,20,Beauty,,2024-11-10,1,165,6800.23,0.0456,0,1,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,2709.74,2.007639109287238,0.0,20.0,3.0409722222222224,1,1,0.0,0.0,1.0,1.0,2709.74,1.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O00058,C0007,P0122,2025-07-30 15:25:00,29612.24,Card,50,Electronics,,2024-11-10,1,262,59224.48,0.0333,0,2,0.0,0.0,1,0.0,2.0,0.0,0.0,2.0,0.0,4074.96,7.266878693287787,10.0,40.0,97.1875,0,0,0.0,0.0,1.0,1.0,4074.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O00057,C0007,P0344,2025-09-10 20:42:00,1265.71,UPI,40,Apparel,L,2024-11-10,1,304,2109.51,0.1246,0,3,0.0,0.0,1,0.0,3.0,0.0,0.0,3.0,0.0,12587.386666666667,0.10055383484419324,23.333333333333332,16.666666666666668,42.22013888888889,0,1,0.0,0.0,1.0,1.0,12587.386666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12587.386666666667,0.0,1.0,1
