order_id,customer_id,product_id,order_ts,order_value,payment_method,discount_pct,category,size_variant,signup_date,city_tier,account_age_at_order,price,historical_return_rate,returned,previous_orders,previous_returns,historical_return_rate_customer,history_available,returns_last_5,orders_considered_last_5,return_rate_last_5,returns_last_10,orders_considered_last_10,return_rate_last_10,previous_avg_order_value,order_value_ratio,previous_avg_discount,discount_change,days_since_last_order,orders_last_30_days,orders_last_90_days,return_rate_shift_5,return_rate_shift_10,return_rate_ratio_5,return_rate_ratio_10,recent_avg_order_value_5,order_value_shift_5,recent_order_frequency,recent_return_rate_3,previous_return_rate_3,return_rate_shift_3,recent_return_rate_5,previous_return_rate_5,return_rate_shift_window5,recent_avg_value_3,previous_avg_value_3,order_value_shift_3,category_switch
O13620,C1376,P0279,2025-01-01 20:24:00,5089.61,UPI,5,Beauty,,2022-06-17,2,929,5357.48,0.0479,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5089.61,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,5089.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O09722,C0990,P0012,2025-01-01 20:29:00,982.62,UPI,0,Apparel,M,2024-08-04,2,150,982.62,0.1128,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,982.62,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,982.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O17086,C1727,P0378,2025-01-01 20:51:00,847.7,NetBanking,30,Grocery,,2022-01-22,1,1075,1211.0,0.0381,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,847.7,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,847.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O02257,C0231,P0303,2025-01-01 20:57:00,564.66,Card,30,Beauty,,2022-07-06,1,910,806.65,0.0682,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,564.66,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,564.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00972,C0096,P0248,2025-01-01 21:11:00,14554.79,Card,20,Electronics,,2022-07-07,1,909,18193.49,0.0338,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14554.79,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,14554.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O06314,C0642,P0026,2025-01-01 21:50:00,68215.11,Card,15,Electronics,,2024-05-25,3,221,80253.07,0.0369,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,68215.11,1.0,15.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,68215.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O15084,C1519,P0259,2025-01-01 22:04:00,2957.03,UPI,0,Grocery,,2022-09-08,1,846,2957.03,0.0488,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2957.03,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2957.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O18930,C1913,P0156,2025-01-01 22:23:00,7859.07,Card,15,Apparel,L,2024-01-20,2,347,9245.97,0.0866,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7859.07,1.0,15.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,7859.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O08193,C0833,P0111,2025-01-01 22:25:00,4448.35,UPI,40,Home,,2022-03-22,2,1016,7413.92,0.0549,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4448.35,1.0,40.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,4448.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O04010,C0404,P0002,2025-01-01 22:54:00,81486.75,Card,10,Electronics,,2022-05-30,3,947,90540.83,0.02,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,81486.75,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,81486.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O17248,C1743,P0103,2025-01-01 22:57:00,7360.38,Card,5,Footwear,9,2022-01-29,1,1068,7747.77,0.1172,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7360.38,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,7360.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O12041,C1221,P0403,2025-01-01 23:33:00,5510.88,Card,15,Beauty,,2023-04-21,2,621,6483.39,0.0566,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5510.88,1.0,15.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,5510.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O10215,C1038,P0060,2025-01-02 08:24:00,1392.88,NetBanking,30,Footwear,9,2023-08-11,2,510,1989.83,0.1386,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1392.88,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,1392.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O14399,C1451,P0208,2025-01-02 09:17:00,2127.41,UPI,40,Grocery,,2023-10-23,2,437,3545.68,0.0207,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2127.41,1.0,40.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2127.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O18297,C1849,P0351,2025-01-02 09:43:00,57746.34,Card,20,Electronics,,2023-12-15,1,384,72182.92,0.0257,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,57746.34,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,57746.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O09358,C0954,P0090,2025-01-02 11:02:00,9129.3,UPI,0,Apparel,S,2023-09-05,2,485,9129.3,0.1223,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9129.3,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,9129.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O01323,C0132,P0306,2025-01-02 11:03:00,3984.53,Card,40,Footwear,8,2023-10-05,3,455,6640.89,0.1087,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3984.53,1.0,40.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,3984.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O05568,C0570,P0085,2025-01-02 12:02:00,71900.37,UPI,10,Electronics,,2023-11-30,1,399,79889.3,0.0268,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,71900.37,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,71900.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O04077,C0412,P0340,2025-01-02 12:41:00,5797.87,Card,5,Home,,2024-09-29,3,95,6103.02,0.0827,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5797.87,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,5797.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O08986,C0917,P0114,2025-01-02 12:42:00,1369.98,Wallet,10,Home,,2024-10-27,1,67,1522.2,0.0551,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1369.98,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,1369.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O01911,C0193,P0002,2025-01-02 13:06:00,72432.66,UPI,20,Electronics,,2023-03-18,1,656,90540.83,0.02,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,72432.66,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,72432.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O16578,C1674,P0416,2025-01-02 13:42:00,6120.76,UPI,15,Apparel,S,2024-11-20,1,43,7200.89,0.0971,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6120.76,1.0,15.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,6120.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O19145,C1936,P0383,2025-01-02 14:19:00,2261.98,Card,5,Apparel,L,2024-05-11,2,236,2381.03,0.1107,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2261.98,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2261.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O08938,C0912,P0173,2025-01-02 14:24:00,3893.35,Wallet,5,Beauty,,2023-10-28,3,432,4098.26,0.0402,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3893.35,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,3893.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O04895,C0498,P0381,2025-01-02 14:26:00,6651.77,UPI,40,Footwear,7,2024-10-12,2,82,11086.29,0.1114,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6651.77,1.0,40.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,6651.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O06939,C0704,P0097,2025-01-02 14:36:00,301.11,Card,40,Grocery,,2023-10-30,1,430,501.85,0.029,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,301.11,1.0,40.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,301.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O12321,C1250,P0464,2025-01-02 15:14:00,2716.12,Card,50,Beauty,,2024-09-14,1,110,5432.25,0.0723,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2716.12,1.0,50.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2716.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O01269,C0126,P0312,2025-01-02 16:44:00,35538.17,UPI,0,Electronics,,2024-03-15,2,293,35538.17,0.0385,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35538.17,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,35538.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00686,C0068,P0173,2025-01-02 16:48:00,2868.78,UPI,30,Beauty,,2022-07-25,3,892,4098.26,0.0402,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2868.78,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2868.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O07785,C0795,P0400,2025-01-02 16:58:00,2155.93,UPI,20,Grocery,,2022-09-25,1,830,2694.91,0.032,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2155.93,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2155.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O06385,C0649,P0102,2025-01-02 17:41:00,8183.42,UPI,20,Footwear,10,2022-06-22,3,925,10229.27,0.1143,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8183.42,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,8183.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O10403,C1057,P0321,2025-01-02 18:10:00,59048.71,UPI,20,Electronics,,2022-05-12,1,966,73810.89,0.0216,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,59048.71,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,59048.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O08408,C0857,P0266,2025-01-02 18:12:00,6266.95,NetBanking,0,Beauty,,2024-06-18,1,198,6266.95,0.0694,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6266.95,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,6266.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O09910,C1008,P0488,2025-01-02 18:50:00,3209.08,UPI,20,Footwear,7,2022-05-20,1,958,4011.35,0.1524,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3209.08,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,3209.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O10537,C1070,P0388,2025-01-02 19:22:00,3064.31,Card,0,Beauty,,2024-09-19,3,105,3064.31,0.0723,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3064.31,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,3064.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O04464,C0454,P0310,2025-01-02 20:14:00,3326.16,UPI,0,Grocery,,2023-05-03,1,610,3326.16,0.0286,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3326.16,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,3326.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O11267,C1142,P0332,2025-01-02 20:35:00,5423.17,UPI,10,Beauty,,2024-09-11,3,113,6025.74,0.07,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5423.17,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,5423.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O09191,C0935,P0285,2025-01-02 21:38:00,2434.38,Card,20,Grocery,,2024-03-22,2,286,3042.97,0.0219,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2434.38,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2434.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O08700,C0886,P0114,2025-01-02 21:54:00,1217.76,Wallet,20,Home,,2022-08-02,3,884,1522.2,0.0551,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1217.76,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,1217.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O11205,C1135,P0095,2025-01-02 22:12:00,1536.43,Card,20,Beauty,,2022-10-29,2,796,1920.54,0.0676,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1536.43,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,1536.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O04035,C0406,P0359,2025-01-02 22:43:00,18713.15,UPI,15,Electronics,,2023-07-24,3,528,22015.47,0.0304,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18713.15,1.0,15.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,18713.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O17433,C1759,P0175,2025-01-03 08:08:00,6814.32,Card,30,Apparel,XL,2024-06-05,3,212,9734.75,0.0911,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6814.32,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,6814.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O07757,C0792,P0280,2025-01-03 08:35:00,14493.5,UPI,5,Electronics,,2022-04-28,1,981,15256.32,0.04,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14493.5,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,14493.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O09996,C1017,P0378,2025-01-03 08:42:00,847.7,UPI,30,Grocery,,2024-06-20,2,197,1211.0,0.0381,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,847.7,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,847.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O03205,C0322,P0230,2025-01-03 09:04:00,3314.98,UPI,20,Grocery,,2022-10-11,1,815,4143.72,0.046,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3314.98,1.0,20.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,3314.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O18122,C1832,P0133,2025-01-03 09:29:00,5856.6,UPI,15,Apparel,XL,2023-12-30,3,370,6890.12,0.0921,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5856.6,1.0,15.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,5856.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O19194,C1940,P0079,2025-01-03 09:46:00,3351.05,UPI,30,Apparel,M,2023-02-08,1,695,4787.21,0.0882,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3351.05,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,3351.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O04255,C0431,P0146,2025-01-03 09:57:00,6218.02,UPI,30,Apparel,M,2023-10-18,3,443,8882.89,0.12,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6218.02,1.0,30.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,6218.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O08328,C0848,P0261,2025-01-03 11:23:00,724.12,Card,0,Apparel,L,2022-02-12,3,1056,724.12,0.109,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,724.12,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,724.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00482,C0047,P0259,2025-01-03 11:27:00,2809.18,UPI,5,Grocery,,2022-01-21,1,1078,2957.03,0.0488,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2809.18,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,2809.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O17227,C1741,P0301,2025-01-03 14:20:00,5177.82,Card,0,Apparel,XL,2023-04-05,2,639,5177.82,0.1386,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5177.82,1.0,0.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,5177.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O17063,C1724,P0468,2025-01-03 14:37:00,21694.05,Wallet,10,Home,,2023-02-05,2,698,24104.5,0.0873,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21694.05,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,21694.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O08327,C0848,P0240,2025-01-03 15:05:00,8078.97,NetBanking,0,Home,,2022-02-12,3,1056,8078.97,0.082,0,1,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,724.12,11.15694912445451,0.0,0.0,0.1541666666666666,1,1,0.0,0.0,1.0,1.0,724.12,1.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
O08867,C0904,P0452,2025-01-03 16:04:00,16289.04,Card,5,Home,,2023-12-27,2,373,17146.36,0.0664,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16289.04,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,16289.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O15345,C1547,P0449,2025-01-03 16:09:00,5879.92,UPI,5,Apparel,L,2022-11-20,2,775,6189.39,0.0992,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5879.92,1.0,5.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,5879.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O10493,C1066,P0227,2025-01-03 16:31:00,12225.99,UPI,10,Footwear,10,2023-02-26,3,677,13584.43,0.1399,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12225.99,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,12225.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O10443,C1060,P0478,2025-01-03 19:09:00,16150.39,UPI,10,Home,,2022-03-30,3,1010,17944.88,0.0788,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16150.39,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,16150.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
O00409,C0041,P0319,2025-01-03 19:28:00,8656.16,NetBanking,10,Apparel,S,2024-08-15,1,141,9617.95,0.1273,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8656.16,1.0,10.0,0.0,-1.0,0,0,0.0,0.0,1.0,1.0,8656.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
