order_id,order_value,return_probability,recommended_action,baseline_expected_loss,potential_loss_avoided,intervention_cost,net_benefit,intervention_roi,expected_loss_after_intervention
O15488,6679.84,0.5842632251306569,MONITOR,312.22278894054136,31.22227889405414,20.0,11.222278894054138,0.5611139447027069,281.00051004648725
O14533,1538.3,0.3264837001364346,NORMAL_PROCESSING,40.17839007359019,0.0,0.0,0.0,0.0,40.17839007359019
O09331,11546.77,0.6944796922335041,REVIEW,641.5197820712847,160.37994551782117,75.0,85.37994551782117,1.138399273570949,481.1398365534635
O13557,6231.32,0.4970953906181412,MONITOR,247.80483595733085,24.780483595733088,20.0,4.780483595733088,0.2390241797866544,223.02435236159778
O07515,7511.88,0.438034853074272,MONITOR,263.237220168925,26.3237220168925,20.0,6.3237220168925,0.316186100844625,236.91349815203247
O01981,1898.56,0.5118928685006492,MONITOR,77.7487459536474,7.77487459536474,20.0,-12.22512540463526,-0.611256270231763,69.97387135828266
O19515,81961.05,0.1334906506148037,NORMAL_PROCESSING,875.2827111657965,0.0,0.0,0.0,0.0,875.2827111657965
O04640,17652.89,0.2039917021745815,NORMAL_PROCESSING,288.08344635205185,0.0,0.0,0.0,0.0,288.08344635205185
O13244,4918.93,0.1396969860623263,NORMAL_PROCESSING,54.9727756521247,0.0,0.0,0.0,0.0,54.9727756521247
O08608,5813.7,0.3239681172197874,NORMAL_PROCESSING,150.67627544645424,0.0,0.0,0.0,0.0,150.67627544645424
O11605,11063.32,0.4289005271704957,MONITOR,379.6051024204711,37.960510242047114,20.0,17.960510242047114,0.8980255121023557,341.644592178424
O07963,79481.46,0.0467792477486097,NORMAL_PROCESSING,297.44663270089694,0.0,0.0,0.0,0.0,297.44663270089694
O07903,838.96,0.1949742403535005,NORMAL_PROCESSING,13.086047094957824,0.0,0.0,0.0,0.0,13.086047094957824
O15366,2495.26,0.1029850674210394,NORMAL_PROCESSING,20.557961546641824,0.0,0.0,0.0,0.0,20.557961546641824
O15916,43323.25,0.2720897631102863,NORMAL_PROCESSING,943.025026373417,0.0,0.0,0.0,0.0,943.025026373417
O09935,5480.99,0.587425798275309,MONITOR,257.5739940871189,25.75739940871189,20.0,5.7573994087118905,0.28786997043559454,231.816594678407
O09478,28459.65,0.081075737056786,NORMAL_PROCESSING,184.5909680102528,0.0,0.0,0.0,0.0,184.5909680102528
O02365,6112.43,0.1365225312732271,NORMAL_PROCESSING,66.75875326643293,0.0,0.0,0.0,0.0,66.75875326643293
O10453,71067.57,0.1594406650776654,NORMAL_PROCESSING,906.4848501002836,0.0,0.0,0.0,0.0,906.4848501002836
O19627,4839.77,0.2659614342857706,NORMAL_PROCESSING,102.97537366505955,0.0,0.0,0.0,0.0,102.97537366505955
O01615,1719.28,0.2982124384630858,NORMAL_PROCESSING,41.016854496065136,0.0,0.0,0.0,0.0,41.016854496065136
O02006,12089.51,0.4054255141729466,MONITOR,392.11166462791834,39.21116646279184,20.0,19.211166462791837,0.9605583231395919,352.9004981651265
O16604,7198.28,0.264771132369438,NORMAL_PROCESSING,152.47173973698224,0.0,0.0,0.0,0.0,152.47173973698224
O11071,6231.32,0.5314762564843087,MONITOR,264.9438901244642,26.49438901244642,20.0,6.494389012446419,0.32471945062232094,238.44950111201777
O03500,45553.6,0.0166113870147172,NORMAL_PROCESSING,60.53667836108972,0.0,0.0,0.0,0.0,60.53667836108972
O11060,3162.82,0.1609469119640852,NORMAL_PROCESSING,40.72368896785984,0.0,0.0,0.0,0.0,40.72368896785984
O19669,2065.81,0.4084390008152315,MONITOR,67.50058978192907,6.750058978192907,20.0,-13.249941021807093,-0.6624970510903546,60.750530803736154
O09085,26849.33,0.3079179397856024,NORMAL_PROCESSING,661.3912302579015,0.0,0.0,0.0,0.0,661.3912302579015
O04036,5096.15,0.7080086024587688,REVIEW,288.6494431536204,72.1623607884051,75.0,-2.8376392115949045,-0.03783518948793206,216.4870823652153
O14078,82876.88,0.2390512641643708,NORMAL_PROCESSING,1584.9458347199088,0.0,0.0,0.0,0.0,1584.9458347199088
O07187,381.92,0.3642280925773466,NORMAL_PROCESSING,11.128479449371218,0.0,0.0,0.0,0.0,11.128479449371218
O16313,958.81,0.2357096618256348,NORMAL_PROCESSING,18.08006246840295,0.0,0.0,0.0,0.0,18.08006246840295
O14264,1675.74,0.4188413826960099,MONITOR,56.14954069112093,5.614954069112094,20.0,-14.385045930887905,-0.7192522965443953,50.53458662200884
O06515,3321.99,0.1018798059114827,NORMAL_PROCESSING,27.07549571519091,0.0,0.0,0.0,0.0,27.07549571519091
O16787,6979.69,0.324929669870246,NORMAL_PROCESSING,181.4326693997326,0.0,0.0,0.0,0.0,181.4326693997326
O03811,4097.4,0.4856563862427477,MONITOR,159.19427815928276,15.919427815928277,20.0,-4.080572184071723,-0.20402860920358618,143.27485034335447
O10498,6301.83,0.2141606503665548,NORMAL_PROCESSING,107.96832090395729,0.0,0.0,0.0,0.0,107.96832090395729
O14952,7739.77,0.2762591701446656,NORMAL_PROCESSING,171.0545949848463,0.0,0.0,0.0,0.0,171.0545949848463
O19107,20985.98,0.1128451049134631,NORMAL_PROCESSING,189.45320918494704,0.0,0.0,0.0,0.0,189.45320918494704
O07652,2287.91,0.5132171469305578,MONITOR,93.93557141071139,9.39355714107114,20.0,-10.60644285892886,-0.530322142946443,84.54201426964025
O01409,4903.28,0.0997747799974941,NORMAL_PROCESSING,39.137894661289025,0.0,0.0,0.0,0.0,39.137894661289025
O17421,3137.44,0.2881848014281726,NORMAL_PROCESSING,72.33300187142447,0.0,0.0,0.0,0.0,72.33300187142447
O04993,4230.93,0.5256804339297377,MONITOR,177.92936946610763,17.792936946610762,20.0,-2.2070630533892377,-0.11035315266946188,160.13643251949688
O05199,17283.82,0.1850515644907636,NORMAL_PROCESSING,255.87183451013996,0.0,0.0,0.0,0.0,255.87183451013996
O06742,2149.36,0.3084547288672072,NORMAL_PROCESSING,53.03842048304165,0.0,0.0,0.0,0.0,53.03842048304165
O12627,5132.22,0.5902820801155046,MONITOR,242.35659977683164,24.235659977683166,20.0,4.2356599776831665,0.21178299888415833,218.1209397991485
O10092,6438.76,0.3618718662621212,NORMAL_PROCESSING,186.40048780911167,0.0,0.0,0.0,0.0,186.40048780911167
O03676,3461.09,0.0519599995895912,NORMAL_PROCESSING,14.387058798363057,0.0,0.0,0.0,0.0,14.387058798363057
O08399,8183.42,0.3854683564288675,NORMAL_PROCESSING,252.35595658936987,0.0,0.0,0.0,0.0,252.35595658936987
O15240,8096.1,0.1308062089681086,NORMAL_PROCESSING,84.72161187413633,0.0,0.0,0.0,0.0,84.72161187413633
O19014,6939.06,0.1540380928168235,NORMAL_PROCESSING,85.5103654673206,0.0,0.0,0.0,0.0,85.5103654673206
O03112,17018.54,0.0968583077408361,NORMAL_PROCESSING,131.87095876957832,0.0,0.0,0.0,0.0,131.87095876957832
O11643,4384.27,0.1703711155588368,NORMAL_PROCESSING,59.75623766489132,0.0,0.0,0.0,0.0,59.75623766489132
O10199,2518.14,0.4315840299215792,MONITOR,86.94312072853803,8.694312072853803,20.0,-11.305687927146197,-0.5652843963573099,78.24880865568423
O08439,9334.39,0.3069941884655136,NORMAL_PROCESSING,229.2482786296484,0.0,0.0,0.0,0.0,229.2482786296484
O19656,9403.82,0.1778123243988194,NORMAL_PROCESSING,133.76920739424847,0.0,0.0,0.0,0.0,133.76920739424847
O18280,510.54,0.5328150262858767,MONITOR,21.761870681599323,2.1761870681599325,20.0,-17.823812931840067,-0.8911906465920033,19.58568361343939
O00121,2768.87,0.1373458470431144,NORMAL_PROCESSING,30.42342364018145,0.0,0.0,0.0,0.0,30.42342364018145
O08367,20864.2,0.049856179365148,NORMAL_PROCESSING,83.21674380082568,0.0,0.0,0.0,0.0,83.21674380082568
O16679,7200.89,0.1025874577911794,NORMAL_PROCESSING,59.09767991471407,0.0,0.0,0.0,0.0,59.09767991471407
O14089,2856.28,0.3873220606735245,NORMAL_PROCESSING,88.50402043684596,0.0,0.0,0.0,0.0,88.50402043684596
O03994,1197.74,0.0476130961977384,NORMAL_PROCESSING,4.562248787190335,0.0,0.0,0.0,0.0,4.562248787190335
O02269,4731.47,0.3354446546465838,NORMAL_PROCESSING,126.97170560965375,0.0,0.0,0.0,0.0,126.97170560965375
O06907,22389.66,0.1834830120415533,NORMAL_PROCESSING,328.64978043090275,0.0,0.0,0.0,0.0,328.64978043090275
O15028,1693.84,0.1078811648142363,NORMAL_PROCESSING,14.618674576715682,0.0,0.0,0.0,0.0,14.618674576715682
O17614,45535.44,0.0429420966205154,NORMAL_PROCESSING,156.43098113101456,0.0,0.0,0.0,0.0,156.43098113101456
O18978,23781.67,0.3651390317773587,NORMAL_PROCESSING,694.6892766278926,0.0,0.0,0.0,0.0,694.6892766278926
O15873,21375.72,0.0372907405361905,NORMAL_PROCESSING,63.769314263540636,0.0,0.0,0.0,0.0,63.769314263540636
O12216,7008.43,0.767283339791262,REVIEW,430.1961261674619,107.54903154186547,75.0,32.549031541865475,0.433987087224873,322.6470946255964
O09752,28919.84,0.2178099616838256,NORMAL_PROCESSING,503.9223393841894,0.0,0.0,0.0,0.0,503.9223393841894
O07457,5380.98,0.1735463932892818,NORMAL_PROCESSING,74.70797370894076,0.0,0.0,0.0,0.0,74.70797370894076
O18939,7294.76,0.3338878338169321,NORMAL_PROCESSING,194.85052916915228,0.0,0.0,0.0,0.0,194.85052916915228
O02336,2498.26,0.5115142903200656,MONITOR,102.23165527480057,10.223165527480058,20.0,-9.776834472519942,-0.4888417236259971,92.00848974732051
O12551,25160.84,0.1183066634767136,NORMAL_PROCESSING,238.1356024537148,0.0,0.0,0.0,0.0,238.1356024537148
O12585,8825.73,0.2270631863166591,NORMAL_PROCESSING,160.3198700296422,0.0,0.0,0.0,0.0,160.3198700296422
O01228,1444.06,0.6616479857147064,REVIEW,76.43675122009431,19.109187805023577,75.0,-55.89081219497642,-0.7452108292663523,57.32756341507073
O14020,7799.73,0.5230816407637846,MONITOR,326.3916452731611,32.63916452731611,20.0,12.639164527316112,0.6319582263658056,293.752480745845
O13595,9536.1,0.2731579711944198,NORMAL_PROCESSING,208.38893832856854,0.0,0.0,0.0,0.0,208.38893832856854
O15657,8585.01,0.5874713070563962,MONITOR,403.47576366337853,40.347576366337854,20.0,20.347576366337854,1.0173788183168928,363.12818729704065
O01783,5020.78,0.2330296626443071,NORMAL_PROCESSING,93.59925356890274,0.0,0.0,0.0,0.0,93.59925356890274
O19593,3621.26,0.3579899516880371,NORMAL_PROCESSING,103.70997539598571,0.0,0.0,0.0,0.0,103.70997539598571
O08799,1780.48,0.1065026863759301,NORMAL_PROCESSING,15.170072243089283,0.0,0.0,0.0,0.0,15.170072243089283
O06889,6292.05,0.4141747918896754,MONITOR,208.48067994475457,20.848067994475457,20.0,0.848067994475457,0.04240339972377285,187.6326119502791
O03177,5831.74,0.3132718652889113,NORMAL_PROCESSING,146.15360541439645,0.0,0.0,0.0,0.0,146.15360541439645
O15201,2495.26,0.0648530512532178,NORMAL_PROCESSING,12.946017973608342,0.0,0.0,0.0,0.0,12.946017973608342
O18472,3393.06,0.1530702087146701,NORMAL_PROCESSING,41.55011219051188,0.0,0.0,0.0,0.0,41.55011219051188
O15288,3034.8,0.3285560807106434,NORMAL_PROCESSING,79.76815949925286,0.0,0.0,0.0,0.0,79.76815949925286
O15460,6840.85,0.6429237421632663,REVIEW,351.85159052620645,87.96289763155161,75.0,12.962897631551613,0.17283863508735484,263.8886928946548
O04625,2370.02,0.477748418806131,MONITOR,90.58186460311254,9.058186460311253,20.0,-10.941813539688747,-0.5470906769844374,81.52367814280129
O02151,11038.43,0.1798482429633487,NORMAL_PROCESSING,158.81937924591338,0.0,0.0,0.0,0.0,158.81937924591338
O00600,21267.23,0.1056517822281319,NORMAL_PROCESSING,179.75366020444747,0.0,0.0,0.0,0.0,179.75366020444747
O01836,6188.18,0.6452582938949306,REVIEW,319.43795752917856,79.85948938229464,75.0,4.85948938229464,0.06479319176392853,239.57846814688392
O01385,24353.55,0.1380550027713698,NORMAL_PROCESSING,268.9703530194155,0.0,0.0,0.0,0.0,268.9703530194155
O13947,4320.53,0.2665660318010704,NORMAL_PROCESSING,92.1365229901983,0.0,0.0,0.0,0.0,92.1365229901983
O01715,2464.6,0.1765538239507538,NORMAL_PROCESSING,34.810764360722224,0.0,0.0,0.0,0.0,34.810764360722224
O11487,896.0,0.2387366137111775,NORMAL_PROCESSING,17.112640470817205,0.0,0.0,0.0,0.0,17.112640470817205
O06341,2885.38,0.2194306644273745,NORMAL_PROCESSING,50.65126804203663,0.0,0.0,0.0,0.0,50.65126804203663
