order_id,order_value,return_probability,expected_return_cost
O05714,30207.44,0.2671950714362206,645.7023270964279
O07329,76587.77,0.1053763553310838,645.6432052428256
O08243,60189.5,0.13381185274572505,644.3254808671054
O06775,12424.02,0.6468242329229397,642.8925765055409
O09331,11546.77,0.6944796922335041,641.5197820712847
O02975,34876.45,0.22890801670136915,638.6799199267572
O06911,20243.9,0.39433459552153416,638.6296094622709
O10165,21074.11,0.37873176734630315,638.5147940440321
O05327,65827.92,0.12119844023796938,638.2592982487864
O06236,10560.42,0.7541469282795805,637.1286643473799
O07508,94871.65,0.08392391012779489,636.9599862620489
O12164,51573.45,0.1542723935182703,636.5087658795869
O03123,16150.39,0.4876371688853328,630.0424364795192
O02073,11234.78,0.7003303203265705,629.4445660958838
O11369,67905.9,0.11566827475253798,628.3646638814695
O11399,51432.2,0.15269234981956284,628.2642779511776
O09970,57021.63,0.137319980321079,626.4167287580678
O10233,57589.7,0.13593687147740427,626.2850917857814
O10144,56321.02,0.1389330646492918,625.9881530219245
O03100,12461.59,0.6256454182264554,623.7229349853292
O08886,12217.76,0.6352744516003002,620.9304627027267
O04075,61328.73,0.1263057482551039,619.6936905748191
O12174,76959.71,0.10063814451792331,619.6065933629975
O13880,11488.57,0.6686407595475293,614.5380936731967
O15779,12725.8,0.6021538857710936,613.0311935636627
O13039,25805.86,0.2956663173598732,610.3938874003567
O07304,27005.8,0.28233787472629107,609.9808141826617
O15121,45228.72,0.16847392380040332,609.5887941495822
O04136,77360.18,0.09843602090795392,609.2022636738462
O02467,9956.99,0.763385357774121,608.0816298802675
O11240,12762.53,0.5945398018279032,607.0265645618136
O14161,96346.32,0.07873642306649682,606.8771689936068
O15718,50124.98,0.15052003073036324,603.5850823967074
O05309,40492.09,0.18630005763578408,603.4942960634685
O11707,80871.04,0.09301890193303863,601.8028271186275
O00311,20219.7,0.37129405430110435,600.5963511801632
O16612,28898.06,0.25955027907524864,600.0399630186624
O16757,19015.98,0.3936745644367719,598.8886115070692
O15504,15738.87,0.4743860041085445,597.3039718787078
O04205,20962.72,0.3553651307154458,595.9535786361032
O00740,54180.4,0.13715814986121785,594.5026738192582
O12930,67442.42,0.10987865538323024,592.838594031286
O12219,12424.02,0.5958885267351592,592.2664779142523
O08179,28011.77,0.2623772387783143,587.9720692714577
O13411,27239.52,0.269169876508517,586.5646587641023
O17708,42322.88,0.1731599803112926,586.2903254013759
O05972,94871.65,0.07714821346960772,585.5342645131127
O06558,47176.46,0.15514252216118873,585.5259992829148
O13116,32406.95,0.2254578869437682,584.5121975433879
O14931,17706.23,0.41253177123610246,584.3505939051051
O02811,67525.64,0.10808277122353765,583.868663987437
O11983,63484.32,0.11492045780715505,583.6517694380744
O04372,18989.99,0.3836443219371706,582.8321469714921
O15822,38990.93,0.186654845360846,582.2276807700457
O03671,16989.11,0.4283043503701653,582.1207777533824
O06067,17468.97,0.4149458564843748,579.894137483988
O14067,11123.35,0.6512703031186692,579.544602095604
O01779,12293.05,0.5867506877181226,577.0364433322612
O07472,67514.19,0.10679554967035468,576.8172025279011
O16843,49884.02,0.14450468584345721,576.6779710966989
O03853,42110.63,0.17107421038128187,576.3234220726656
O12259,41157.09,0.1746548210870057,575.0627352329433
O19260,28430.54,0.251885516814557,572.8993008973548
O18490,25268.03,0.2831191954821458,572.309146001498
O06566,13846.21,0.5162934076753692,571.896555543102
O02719,44350.16,0.16110490158382199,571.6022529621407
O05871,24021.44,0.29612388207530377,569.0657652671188
O10459,20418.22,0.34833031826129485,568.9828056743308
O09404,13234.99,0.5371830643151843,568.7689987504656
O07046,27239.52,0.2603176996467713,567.2743348705777
O01723,10671.9,0.6629566635083588,566.0005773835883
O17463,18709.96,0.376810149567115,564.0082260795791
O10421,76587.77,0.09195226905005174,563.3935386386785
O08061,16326.03,0.42915300929290634,560.5091923445015
O11703,16408.97,0.42632840332960986,559.6487984306775
O17670,41457.14,0.1685837108274663,559.1198801195029
O09495,20349.88,0.3431527008143163,558.6493026597792
O05084,70963.07,0.09813189130510015,557.0992217532971
O16730,20500.61,0.336846536699591,552.4447582983203
O14904,15638.81,0.4413317031443193,552.1522121960329
O10177,11656.87,0.5916790893266725,551.7700980799527
O11458,77360.18,0.0890627772785727,551.1929985256235
O08826,17423.21,0.39510665496583647,550.722097749385
O05932,58550.78,0.11714989424063393,548.73741477653
O08141,15497.36,0.4414514516192732,547.3065654613168
O09387,22252.5,0.30735837247395587,547.1593746781363
O19425,40203.3,0.17006165653017818,546.963183678377
O10839,11936.96,0.5710894933679886,545.3657951003156
O12480,9830.44,0.6914299317528986,543.7648366640772
O07298,11202.43,0.6057410199366693,542.8617099175315
O06110,17604.26,0.3850633376312801,542.300408970307
O06354,31269.15,0.21649039930461475,541.5576615532716
O11790,27901.16,0.24233925174376097,540.9236989746363
O10257,64696.83,0.1042303899974603,539.4700657999512
O16364,28962.22,0.2326073155989454,538.9459398388872
O12282,8585.47,0.7831918486922562,537.9256096953524
O16633,20209.52,0.33209518833706325,536.9187480481318
O07035,18855.78,0.3558633922225652,536.806546704192
O01378,76441.01,0.08767600232461646,536.1633736364823
O17944,32145.12,0.20801762085836362,534.9401107685281
O05715,38507.37,0.1731014558688759,533.2545446945181
O03474,19147.61,0.34795881824373426,533.0063798233527
O17681,16150.39,0.41185791316730314,532.1332737790465
O17330,17746.62,0.37312939802012307,529.7428509993501
O10587,51618.99,0.12740635356389343,526.1269832440864
O06477,87376.42,0.0752106759762732,525.7311690069406
O06766,14585.75,0.45027132384472074,525.4035969414508
O07521,11764.43,0.5580869030982882,525.2459444333276
O11850,9410.04,0.6965530662443032,524.3673772385234
O08524,21661.62,0.30245369321440413,524.1309576005601
O05323,65827.92,0.09911917820287026,521.984746656343
O07576,26285.77,0.24816863129183894,521.8642850681665
O07913,12260.7,0.5292410604277156,519.1092695668874
O12375,10977.26,0.5880865569277819,516.446323032085
O15429,19964.94,0.3220674884784881,514.4046466738964
O03243,28798.43,0.22305005985909812,513.8793228278438
O01690,61075.74,0.1050326595634196,513.1957925603143
O00162,8671.79,0.7395998319177907,513.0923541141103
O11964,14043.48,0.45549407240751133,511.737751677875
O02364,73473.98,0.08692146709816401,510.9172908112928
O10355,12499.71,0.5099541907713927,509.9423598341668
O01069,16408.97,0.38745104643104084,508.61380778844455
O12290,9771.85,0.6502222876031929,508.3099728892209
O13223,11444.52,0.5532893920636646,506.57052106083603
O10560,44350.16,0.14266643558288275,506.18233957844353
O07224,17331.17,0.3648250863025558,505.82764727794125
O02674,64202.46,0.09844147783239247,505.6148034300051
O16763,11469.35,0.550828533208116,505.41161898804046
O12128,9939.22,0.6347784539053949,504.73621637004635
O14961,57589.7,0.10954130121642285,504.6760539730741
O09752,28919.84,0.2178099616838256,503.9223393841894
O06683,11579.55,0.5435413977737461,503.51718340727854
O12441,9410.04,0.6680593607789125,502.91722458431985
O10732,21770.37,0.28872169766947015,502.8462548234002
O18588,8585.01,0.7316772574683932,502.5165257710985
O03235,14355.9,0.4359468300710967,500.67272782541255
O17413,41135.5,0.15207873793265464,500.4667939382972
O18928,61075.74,0.10223569408045707,499.5296536302028
O13290,14043.48,0.4442215941738031,499.07336586783356
O01731,58440.18,0.10657124947797078,498.2434401854015
O02532,65827.92,0.0945280735442346,497.8069170419194
O13044,44619.16,0.13926896325042498,497.12513234438666
O18842,34876.45,0.17778781827865525,496.0486363843684
O18830,24413.51,0.25396243241914307,496.0091506791258
O05332,9727.84,0.6372611245868437,495.93394065607055
O08922,70120.35,0.08812109444664785,494.32655879856037
O00673,32406.95,0.19004617598530252,492.705353827752
O02727,35090.5,0.17547979651627038,492.61390397233487
O01643,12106.53,0.5084969572860436,492.49069346337643
O04920,13730.69,0.4477493383853901,491.8325890459914
O16868,45003.18,0.1365258288927977,491.5277161849421
O06624,8824.3,0.6961767578457724,491.4618051406759
O01043,11503.09,0.5337327777208741,491.1660942458568
O12488,23108.22,0.2648633288246993,489.6416057930795
O14560,10449.09,0.5853022533663852,489.27007381025294
O08135,9010.84,0.678618294096993,489.19366953447593
O03139,16873.15,0.3622656527330689,489.00501587303853
O11161,20071.23,0.3039395547855082,488.0352568158029
O03835,90540.83,0.06718356331931463,486.62844682306417
O11678,15463.35,0.3928930547949327,486.03542550905786
O19274,25738.87,0.23602265290125649,485.9965104064451
O04810,80842.13,0.0748894494968378,484.33780894814373
O10872,44326.98,0.13653398822448576,484.1711492277613
O00063,20914.7,0.2892785406919065,484.0139116007214
O06165,14083.41,0.4277886562653217,481.9778431626876
O12207,8696.81,0.6915369378686805,481.1332285300575
O16459,14705.54,0.40884257876930075,480.98007166360827
O13471,16549.55,0.3632304429337432,480.9040301483304
O18335,43022.84,0.13967935280990462,480.7521957795262
O01703,14503.67,0.41384423597010306,480.1808183930004
O10575,49242.17,0.12166227146349742,479.2731403193351
O14484,53853.76,0.11119651020822745,479.0680138873145
O19589,11578.45,0.5161538484594371,478.1009221356136
O08012,12322.98,0.4847626407340376,477.8976261210184
O17991,11769.28,0.5058580306470882,476.2867842347331
O16347,15497.36,0.3839989758262642,476.0776294408731
O00455,9539.41,0.6216395922723821,474.40599543352675
O05034,10832.16,0.5461744167195005,473.2998935849844
O03176,77667.93,0.07615613102542428,473.19112428427843
O15404,11063.74,0.5331953948597999,471.93081743409306
O07198,17672.4,0.33332320320785147,471.2496781096348
O05964,17331.17,0.33896551681805964,469.973519688932
O09895,21579.59,0.2722312910199571,469.9711716305085
O13964,41742.98,0.14064790806951738,469.68502508701624
O04494,9309.79,0.6298380417313388,469.0927922024002
O08533,45003.18,0.13024275862789392,468.90706481821303
O06182,9452.91,0.6194500722513976,468.44846259887674
O02305,35225.17,0.16620464958128423,468.36696290329326
O18460,83315.47,0.07026453875722855,468.32984567133695
O00639,28011.77,0.2083163502280574,466.8247751862233
O05538,12690.71,0.45944272984272044,466.45235568338484
O01219,8402.58,0.6937978733782665,466.37537079126037
O13694,9740.54,0.5977385089197217,465.7836684538325
O18970,54324.5,0.10710048051931077,465.45440431770385
O04934,10511.81,0.5528474450559853,464.9141841131165
O17820,13659.4,0.4252000724268784,464.6382295446162
O03922,13291.99,0.436523269661631,464.18103480877625
O03132,8585.01,0.6749639819315543,463.56580276177704
O06128,11146.94,0.5191766759795986,462.97850052352214
O09741,57589.7,0.10035198443774589,462.3392542539563
O09231,9740.54,0.5925768145384447,461.7614532067442
O11495,76587.28,0.07524847600960696,461.0460881376841
O06474,21732.54,0.2650588891382076,460.832232844133
O02096,31289.46,0.18386835002327856,460.2513106655499
O11473,25307.56,0.22727563633117978,460.143344239161
O03296,10331.54,0.5558811234861548,459.4486450033719
O05378,65816.8,0.08722045951946823,459.245723208075
O18607,11063.74,0.5186065089843334,459.0182062168263
O09501,8869.03,0.6466872832519915,458.8391132624329
O18988,8535.33,0.6686045120436561,456.54081198252635
O11612,72332.43,0.07888241481585713,456.46053983191587
O18291,8009.63,0.7112446703194918,455.74453189848884
O03231,22707.7,0.2506165139183537,455.2739690483041
O13805,8251.68,0.68878112164039,454.6881124654059
O09451,9438.32,0.6015518466781413,454.2111060431388
O10286,18082.2,0.3127480324817206,452.41379783527753
O18667,17944.88,0.3150365474203338,452.26344312577606
O14279,69331.33,0.08134120160845176,451.159495304968
O02402,7590.31,0.7421401857407814,450.6459258584089
O10332,10455.6,0.5385946205855241,450.50639319952046
O10030,10877.75,0.5174984856575446,450.33753218890854
O02166,13695.64,0.41000020089054945,449.21721210597156
O16939,22183.27,0.25298707830845374,448.9664531702058
O16367,9293.04,0.601495314335111,447.1776012743009
O13298,11063.74,0.5046080624553384,446.6281923927701
O08104,14355.9,0.38830321714485483,445.95537240078573
O08084,14710.71,0.37878848257763453,445.7798014831707
O16290,7134.21,0.7804977194999623,445.4587708347061
O04122,51125.89,0.10882687740953395,445.1096770786654
O00417,8434.04,0.6563686624067698,442.8671642788155
O16831,15497.36,0.35699716542360344,442.60108732393087
O16901,13127.13,0.42065709258273587,441.7616271804487
O16410,14887.06,0.3704135834831401,441.1495393702812
O19749,23848.45,0.23105748802644427,440.82903602594035
O08197,61390.34,0.08974657924879101,440.76584111361797
O02958,11649.02,0.4720002421920677,439.8672209040193
O17282,21030.38,0.26121617233703276,439.478029311463
O14429,47933.58,0.11458574711162414,439.4004060827844
O13484,12366.83,0.44385303031854684,439.1243976747452
O00118,10908.65,0.5028804372768767,438.8597345680321
O14303,76827.49,0.07138446166030062,438.7431211489703
O15094,50628.43,0.10806660996051111,437.6994238178431
O03672,11920.85,0.4588189620442486,437.56096189481445
O04577,9548.54,0.5719714522438221,436.91938324865805
O00630,9155.62,0.5957659490806654,436.36853109775376
O19801,10832.16,0.5030024230860312,435.88821818044664
O03537,11444.52,0.4760423773478751,435.8461206724243
O07492,12499.71,0.43551094007228613,435.5008362184764
O11546,11444.52,0.47537925773532025,435.2389938189622
O12007,35534.69,0.15282428405649062,434.44508467354694
O03413,19766.09,0.27407483525660675,433.391028833381
O13041,11764.43,0.4598611617063293,432.80035572902335
O10117,82522.17,0.06542771340035533,431.9389510348321
O17105,24876.72,0.21693235278071507,431.7252319253657
O04169,15762.65,0.3423013474208218,431.64610671382536
O16412,8478.74,0.6361024375386498,431.4677745005161
O02459,17604.26,0.3063169803475143,431.39870115620255
O13470,11086.29,0.48557142618550553,430.65485171248866
O04954,9190.97,0.5855672378767656,430.5544733046572
O16243,20424.18,0.2633986074091311,430.37604555787425
O12216,7008.43,0.767283339791262,430.1961261674619
O10383,9309.79,0.5773317437195847,429.98698354905224
O03669,10455.6,0.5138390873296835,429.7996769187391
O09499,8175.26,0.6561844737583609,429.1582944750222
O02017,12002.45,0.4460901201668635,428.3339490237417
O05431,67514.19,0.07929175931320731,428.26551229649186
O08378,10229.27,0.5232161773972214,428.169563757126
O09166,7631.53,0.7006973938881079,427.7914545903129
O17627,17963.29,0.29725941844406156,427.18057109936217
O08514,9727.84,0.5482380180641836,426.65373773163907
O03551,16974.08,0.31301183192908905,425.047030088873
O11597,19308.15,0.27476477663814985,424.41596176367153
O01687,8510.23,0.6217288567959048,423.2844455176171
O17894,96527.93,0.05478604106552175,423.07065095598466
O19247,9037.4,0.5848326942189852,422.8293592587725
O01433,20808.96,0.2536228707288144,422.21025376648555
O01814,25875.65,0.20334741436550133,420.93972180213484
O18577,13404.7,0.392485536426117,420.89206961049365
O08195,9410.04,0.5586092397711075,420.52282324925704
O01233,8402.58,0.624893225130153,420.0572252491297
O14074,7934.23,0.6607401682165465,419.3971571895015
O12541,8434.04,0.621155057405059,419.1077280285252
O18589,24353.55,0.21436182808950388,417.63771987753097
O19792,6457.21,0.8076024009777858,417.1886639694215
O08375,8190.02,0.6340253352675554,415.41441410783875
O10651,17320.58,0.2987126762994922,413.91014454875676
O03832,33132.63,0.15609726630992982,413.75303749266953
O13466,9120.15,0.5664986346814824,413.3242018472257
O03476,14891.23,0.34641008520632127,412.67778025015417
O19514,74778.91,0.06884070632412348,411.82663860384486
O07260,7657.97,0.6708318652844335,410.9768239513787
O06930,72783.94,0.07035186603300864,409.6388796987631
O12386,9206.34,0.5556584441062612,409.2464448250589
O01086,13403.33,0.3814475344909423,409.01337459747856
O07077,30441.94,0.16794252257607573,408.9996956567634
O18083,13846.21,0.36834551861929554,408.01515226893406
O06394,12726.76,0.4005852645929555,407.8522017608834
O00190,19414.13,0.2619670232560022,406.868947616404
O19541,58550.78,0.0868590843422804,406.8533710661044
O15323,7352.26,0.6901872492051194,405.9548883872666
O10483,30326.28,0.16713241922006652,405.48036338760954
O07024,17604.26,0.2875308823647111,404.94147289422307
O16233,25268.03,0.20022324188906862,404.73975062001944
O02722,48381.4,0.10435043289198859,403.8896027136366
O03829,9137.05,0.5520878349779841,403.5563322068472
O04832,7021.74,0.718283485855445,403.48799071764904
O15657,8585.01,0.5874713070563962,403.47576366337853
O08434,7195.48,0.6995160698029654,402.66831119566734
O01858,38990.93,0.12866474468843425,401.34064428916895
O14840,12296.18,0.4075538153581906,400.9084058664861
O19475,12784.37,0.3918326542830351,400.74669043491247
O02215,90128.07,0.055513758241989855,400.26783110377113
O05517,73810.89,0.06772707116650338,399.9196319914362
O11876,8656.16,0.5765268699349656,399.24070643650015
O05541,18776.92,0.2657784311536062,399.2400271597417
O01506,9189.6,0.5418863237355145,398.37748484799073
O15160,12106.53,0.4111331130931889,398.19162941248675
O17337,20027.25,0.24851450820873877,398.1649747618771
O12620,12052.25,0.41290233951455946,398.1121777131479
O19142,87376.42,0.05693970636517312,398.01501584320323
O02664,80871.04,0.06143698874210907,397.4778539234121
O08114,9922.4,0.4993193727737264,396.3557235528018
O05682,8268.6,0.5973434344991002,395.13551379994084
O10640,63581.25,0.07752726401555393,394.3424284151151
O06129,28459.65,0.17313038098141992,394.1784037678294
O18822,43850.24,0.11223171177276024,393.7109997477089
O08845,20219.7,0.24327135328044322,393.50990255396624
O12574,24879.38,0.1977052625892177,393.5027484765545
O01220,17423.21,0.281948788374646,392.99623592776123
O13080,7062.56,0.6940469830869576,392.1398768696499
O02006,12089.51,0.40542551417294664,392.11166462791846
O16308,10511.81,0.46517085424246857,391.1830109867619
O12325,10180.64,0.4801630725045434,391.06939059701233
O19642,57516.62,0.0848052576034129,390.2169420462089
O16810,18700.46,0.26082385563402316,390.202086346386
O07557,9509.1,0.5125584354028,389.9175534471012
O16201,13403.33,0.36250785242351913,388.7049898898981
O07479,76240.42,0.06366420038513415,388.3028301061432
